PERSON_ID,ES_JEFE,JEFE_OCUPACION,VIVIENDA_TENENCIA,VIVIENDA_TIPO,NRO_PROPIEDADES,INGRESOS,EGRESOS,NRO_VEHICULOS,AVALUO_VEHICULOS,NUMINTEGRANTES,NUMESTUDIANTRES,CLASE
105996599,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(799.5-inf),1,20000,3,0,clase4
105997498,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(82.5-169.5],(301-451],0,0,5,2,clase1
105998280,FALSE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(451-799.5],1,3000,4,2,clase3
105998603,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(451-799.5],1,5000,4,2,clase4
105998918,FALSE,EMPLEADO,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,5000,[6-15],[3-9],clase4
105999080,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],1,1400,5,[3-9],clase3
105999445,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),[2-4],8738,4,0,clase4
105999452,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),[2-4],8738,4,0,clase4
105999528,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],0,0,3,0,clase1
105999759,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
105999791,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(799.5-inf),1,5000,5,[3-9],clase4
105999809,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,[6-15],2,clase1
106000128,FALSE,EMPLEADO,CEDIDA,MEDIA AGUA,0,(82.5-169.5],(451-799.5],1,2000,[6-15],[3-9],clase3
106000649,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,[0-2],0,clase1
106001571,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,VILLA,[2-8],(309.5-inf),(799.5-inf),1,13100,4,1,clase4
106001654,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],1,400,[6-15],[3-9],clase3
106001910,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,25000,5,2,clase4
106002140,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],0,0,[6-15],2,clase2
106002256,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,[2-8],(82.5-169.5],(451-799.5],0,0,3,0,clase1
106002603,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(-inf-301],0,0,3,0,clase1
106011521,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,[6-15],0,clase2
106012057,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,[0-2],1,clase2
106012230,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,8000,5,0,clase4
106012909,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106013006,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,4,0,clase2
106013055,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(799.5-inf),0,0,4,0,clase2
106013634,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,DEPARTAMENTO,0,(-inf-0.5],(-inf-301],0,0,[0-2],1,clase1
106013972,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,[6-15],1,clase2
106014129,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(82.5-169.5],(301-451],0,0,3,0,clase2
106014285,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,4,1,clase2
106020076,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],1,1979,4,2,clase3
106020126,FALSE,EMPLEADO,CEDIDA,DEPARTAMENTO,0,(-inf-0.5],(451-799.5],0,0,4,2,clase2
106020324,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,MEDIA AGUA,[2-8],(309.5-inf),(799.5-inf),1,3370,[6-15],1,clase4
106020332,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(309.5-inf),(799.5-inf),1,3370,[6-15],1,clase4
106020639,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(799.5-inf),0,0,5,2,clase2
106020969,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase1
106020985,FALSE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(82.5-169.5],(451-799.5],0,0,[6-15],0,clase2
106021009,FALSE,EMPLEADO,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,6500,[6-15],2,clase4
106021108,FALSE,SERVICIO,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(0.5-82.5],(301-451],1,1000,5,[3-9],clase3
106021348,FALSE,SERVICIO,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106022023,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,3,0,clase1
106022114,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(301-451],0,0,3,0,clase2
106022122,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],0,0,[6-15],1,clase1
106022429,FALSE,PROFESIONALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],1,9000,5,2,clase3
106023096,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106023419,FALSE,EMPLEADO,CEDIDA,CASA,0,(-inf-0.5],(-inf-301],0,0,3,0,clase2
106023591,FALSE,EMPLEADO,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],0,0,5,[3-9],clase3
106023757,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,VILLA,[2-8],(309.5-inf),(799.5-inf),[2-4],30000,3,0,clase4
106023799,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,4,2,clase4
106023856,FALSE,SERVICIO,ARRENDADA,CASA,0,(82.5-169.5],(301-451],0,0,[6-15],1,clase2
106024219,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,8000,5,0,clase4
106024227,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(799.5-inf),1,10000,5,0,clase4
106024300,FALSE,EMPLEADO,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,5000,5,1,clase3
106025075,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(0.5-82.5],(-inf-301],0,0,3,0,clase1
106025315,TRUE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,4,0,clase2
106025836,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,5,2,clase4
106026313,FALSE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(169.5-309.5],(799.5-inf),1,7500,[6-15],0,clase4
106026461,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,4,1,clase1
106026602,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],0,0,4,0,clase2
106026750,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),0,0,3,0,clase4
106026784,FALSE,SERVICIO,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,[6-15],0,clase2
106026925,FALSE,PROFESIONALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],1,3000,3,1,clase3
106026982,FALSE,EMPLEADO,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,1,4,0,clase4
106027410,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(0.5-82.5],(-inf-301],0,0,3,[3-9],clase1
106027618,FALSE,EMPLEADO,PROPIA CON HIPOTECA,DEPARTAMENTO,[2-8],(309.5-inf),(799.5-inf),1,24000,3,1,clase4
106027790,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,5,1,clase2
106027816,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(0.5-82.5],(-inf-301],0,0,[0-2],0,clase1
106028103,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(451-799.5],0,0,4,2,clase2
106028152,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106028384,TRUE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),[2-4],20000,4,0,clase4
106028814,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,5,[3-9],clase2
106028947,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(0.5-82.5],(301-451],0,0,[6-15],2,clase2
106029309,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,VILLA,[2-8],(309.5-inf),(799.5-inf),1,4079,[6-15],0,clase4
106029606,FALSE,PROFESIONALES,CEDIDA,CASA,0,(309.5-inf),(799.5-inf),0,0,[6-15],[3-9],clase4
106029895,FALSE,SERVICIO,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(301-451],0,0,4,1,clase2
106029994,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,4,2,clase2
106030026,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106030125,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],1,6000,5,2,clase3
106030182,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106030240,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,3,0,clase2
106030562,FALSE,SERVICIO,PROPIA CON HIPOTECA,CASA,0,(169.5-309.5],(451-799.5],0,0,5,2,clase3
106030877,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],1,5000,5,[3-9],clase3
106031404,TRUE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,9000,5,0,clase4
106031438,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],0,0,5,2,clase2
106031594,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(799.5-inf),1,5000,4,1,clase4
106031669,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(169.5-309.5],(799.5-inf),0,0,4,2,clase2
106032063,FALSE,EMPLEADO,ARRENDADA,VILLA,0,(169.5-309.5],(301-451],0,0,4,1,clase2
106032519,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,10000,4,[3-9],clase4
106032600,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],0,0,3,1,clase1
106032915,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(0.5-82.5],(-inf-301],0,0,[0-2],1,clase1
106033475,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(451-799.5],0,0,4,2,clase2
106034051,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(301-451],0,0,3,0,clase2
106034143,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(301-451],0,0,[0-2],0,clase1
106034168,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,DEPARTAMENTO,0,(309.5-inf),(799.5-inf),0,0,4,2,clase2
106034234,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(82.5-169.5],(301-451],0,0,[0-2],0,clase1
106034242,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(799.5-inf),1,10000,4,1,clase2
106034283,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(799.5-inf),0,0,5,1,clase2
106034317,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(451-799.5],[2-4],500,[6-15],[3-9],clase3
106034374,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,14000,4,1,clase4
106034937,FALSE,SERVICIO,ARRENDADA,CASA,0,(82.5-169.5],(451-799.5],0,0,[6-15],[3-9],clase3
106034952,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],1,2500,3,2,clase3
106034960,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(799.5-inf),1,6500,4,0,clase4
106035025,FALSE,TECNICOS,ARRENDADA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],1,2500,5,2,clase3
106035207,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(-inf-301],0,0,3,1,clase1
106035348,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],0,0,5,1,clase3
106035397,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(301-451],0,0,5,1,clase2
106035421,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,3,0,clase3
106035538,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,10000,5,0,clase3
106035579,FALSE,SERVICIO,ARRENDADA,DEPARTAMENTO,0,(309.5-inf),(451-799.5],0,0,[6-15],2,clase1
106035587,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,[0-2],1,clase1
106035744,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,4,0,clase2
106036064,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106036296,FALSE,TECNICOS,ARRENDADA,CASA,0,(169.5-309.5],(451-799.5],0,0,5,0,clase3
106036304,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase1
106036510,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,4,1,clase2
106036767,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],1,5000,4,0,clase2
106037443,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,[6-15],0,clase2
106038565,FALSE,EMPLEADO,ARRENDADA,CUARTO,0,(169.5-309.5],(301-451],0,0,3,0,clase2
106038953,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106039159,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CASA,0,(309.5-inf),(451-799.5],1,2500,4,1,clase3
106039332,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(301-451],0,0,3,0,clase2
106039340,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(-inf-301],0,0,3,2,clase2
106040298,FALSE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(-inf-0.5],(451-799.5],1,5000,4,1,clase3
106040421,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,VILLA,0,(-inf-0.5],(301-451],0,0,[0-2],0,clase2
106040652,FALSE,OCCUPACIONES ELEMENTALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(301-451],[2-4],20000,[6-15],1,clase2
106040736,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(799.5-inf),0,0,3,1,clase2
106040843,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,[6-15],2,clase2
106040926,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,DEPARTAMENTO,0,(-inf-0.5],(-inf-301],0,0,3,0,clase1
106040934,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(799.5-inf),[2-4],18000,5,1,clase4
106041064,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(301-451],1,2500,5,[3-9],clase3
106041767,FALSE,PROFESIONALES,ARRENDADA,VILLA,0,(309.5-inf),(799.5-inf),1,10000,4,1,clase4
106041833,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,12000,4,1,clase4
106042195,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),[2-4],40000,5,1,clase4
106042203,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),[2-4],45000,5,1,clase4
106042252,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,DEPARTAMENTO,0,(-inf-0.5],(-inf-301],0,0,[0-2],1,clase1
106042294,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,[2-8],(169.5-309.5],(799.5-inf),1,1750,5,2,clase3
106042641,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,4000,3,2,clase4
106043052,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],1,10000,4,0,clase2
106043060,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(82.5-169.5],(301-451],0,0,3,2,clase2
106043391,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(451-799.5],[2-4],10000,4,1,clase2
106043516,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,[6-15],0,clase2
106043656,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(301-451],0,0,[6-15],[3-9],clase2
106043722,FALSE,EMPLEADO,ARRENDADA,DEPARTAMENTO,0,(309.5-inf),(451-799.5],0,0,5,1,clase1
106043912,FALSE,OCCUPACIONES ELEMENTALES,CEDIDA,CASA,0,(-inf-0.5],(-inf-301],0,0,4,1,clase2
106044290,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(169.5-309.5],(799.5-inf),1,17000,5,2,clase3
106044563,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106044621,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,[0-2],0,clase2
106044761,FALSE,EMPLEADO,ARRENDADA,CUARTO,0,(0.5-82.5],(301-451],0,0,3,2,clase2
106044860,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,3,2,clase2
106044936,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,[6-15],[3-9],clase2
106045321,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(309.5-inf),(451-799.5],0,0,[6-15],2,clase2
106045446,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,CUARTO,0,(82.5-169.5],(-inf-301],0,0,[0-2],0,clase1
106045495,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,5,0,clase2
106045511,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(-inf-301],0,0,5,0,clase3
106045735,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],0,0,4,2,clase2
106045867,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,3,0,clase2
106045883,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106046279,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,5,[3-9],clase2
106046295,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,DEPARTAMENTO,0,(82.5-169.5],(301-451],0,0,[0-2],0,clase1
106046329,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106046956,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),[2-4],55000,5,1,clase4
106047087,FALSE,TECNICOS,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106047160,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(799.5-inf),1,1779,[6-15],1,clase3
106047194,FALSE,TECNICOS,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(301-451],0,0,[6-15],2,clase2
106047210,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,VILLA,0,(0.5-82.5],(799.5-inf),1,5000,4,2,clase4
106047566,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],1,15000,[6-15],0,clase1
106047582,TRUE,OCCUPACIONES ELEMENTALES,CEDIDA,VILLA,0,(-inf-0.5],(-inf-301],0,0,[0-2],1,clase1
106047749,FALSE,SERVICIO,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),0,0,[6-15],0,clase2
106047871,TRUE,EMPLEADO,ARRENDADA,MEDIA AGUA,0,(169.5-309.5],(301-451],0,0,3,0,clase1
106048036,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(-inf-301],0,0,4,0,clase2
106048150,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,5,[3-9],clase2
106048168,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,5,[3-9],clase2
106048176,FALSE,EMPLEADO,PROPIA SIN HIPOTECA,DEPARTAMENTO,0,(169.5-309.5],(451-799.5],0,0,[6-15],[3-9],clase2
106048291,TRUE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(-inf-0.5],(-inf-301],0,0,[0-2],0,clase1
106048325,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(-inf-0.5],(451-799.5],0,0,[6-15],[3-9],clase3
106048473,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,4,2,clase2
106048697,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,VILLA,0,(-inf-0.5],(301-451],0,0,3,0,clase2
106048721,FALSE,OCCUPACIONES ELEMENTALES,ARRENDADA,MEDIA AGUA,0,(0.5-82.5],(-inf-301],0,0,[6-15],1,clase2
106048820,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),0,0,[6-15],1,clase4
106048887,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(82.5-169.5],(451-799.5],1,12000,4,1,clase3
106048903,FALSE,SERVICIO,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(301-451],0,0,[6-15],2,clase2
106048937,FALSE,SERVICIO,PROPIA CON HIPOTECA,CASA,[2-8],(309.5-inf),(799.5-inf),1,1,5,0,clase4
106049679,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(-inf-0.5],(301-451],0,0,3,2,clase2
106049695,FALSE,SERVICIO,ARRENDADA,MEDIA AGUA,[2-8],(169.5-309.5],(799.5-inf),1,10000,[6-15],[3-9],clase4
106050123,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,CASA,0,(309.5-inf),(799.5-inf),1,12000,[6-15],1,clase4
106050297,FALSE,PROFESIONALES,PROPIA SIN HIPOTECA,VILLA,[2-8],(309.5-inf),(451-799.5],[2-4],6057,[6-15],1,clase4
106050313,FALSE,PROFESIONALES,PROPIA CON HIPOTECA,VILLA,[2-8],(309.5-inf),(451-799.5],[2-4],24057,[6-15],[3-9],clase4
106050354,FALSE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,[2-8],(0.5-82.5],(799.5-inf),1,2000,[6-15],2,clase4
106050495,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,CASA,0,(0.5-82.5],(-inf-301],0,0,[0-2],0,clase2
106050651,TRUE,OCCUPACIONES ELEMENTALES,PROPIA SIN HIPOTECA,MEDIA AGUA,0,(82.5-169.5],(-inf-301],1,3500,[6-15],0,clase1
